ArX_Smiles,Acid_Smiles,additives,product,rxn,objective
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,OCC(CO)CO,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.OCC(CO)CO>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,17477.91274
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,OCC(F)(F)F,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.OCC(F)(F)F>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,13421.44883
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,NC(=O)CCC(N)=O,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.NC(=O)CCC(N)=O>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,11705.15485
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,OCCCCCCO,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.OCCCCCCO>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,15496.73126
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,OCCOCCO,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.OCCOCCO>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,15780.90916
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,OCCOCCOCCO,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.OCCOCCOCCO>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,14918.5025
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=C(O)Cc1nnn[nH]1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=C(O)Cc1nnn[nH]1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,0.0
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,CC(=O)/C=C(/C)N1CCCC1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.CC(=O)/C=C(/C)N1CCCC1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,12616.76271
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,C/C(=N\O)c1ccccc1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.C/C(=N\O)c1ccccc1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,4336.91196
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,C/C=C/C(=O)OC,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.C/C=C/C(=O)OC>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,17968.95744
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,C/C=C/C=C/C(=O)OC,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.C/C=C/C=C/C(=O)OC>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,13898.21287
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,C/N=C/c1ccccc1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.C/N=C/c1ccccc1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,12720.34513
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=C1C=CC(=O)C=C1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=C1C=CC(=O)C=C1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,0.0
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=C1C=CC(=O)N1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=C1C=CC(=O)N1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,39588.11515
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=C1COC(=O)C1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=C1COC(=O)C1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,0.0
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=C1CNC(=O)N1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=C1CNC(=O)N1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,41346.50156
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=C1CC(=O)NC(=O)N1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=C1CC(=O)NC(=O)N1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,3527.56744
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,NC1=NC(C(=O)O)CS1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.NC1=NC(C(=O)O)CS1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,7076.49386
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=C1NCC(C(=O)O)N1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=C1NCC(C(=O)O)N1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,3304.38408
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,NC(=O)CN1CCCC1=O,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.NC(=O)CN1CCCC1=O>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,13136.65761
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=C(O)CCN1CCCC1=O,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=C(O)CCN1CCCC1=O>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,14786.26627
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=C1CCCC(=O)N1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=C1CCCC(=O)N1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,13261.66467
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=C1CCC(=O)N1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=C1CCC(=O)N1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,43347.68822
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=C1CC[C@H](CO)N1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=C1CC[C@H](CO)N1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,17119.12803
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=C(O)C1CCCO1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=C(O)C1CCCO1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,0.0
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=C(O)CC1CCCO1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=C(O)CC1CCCO1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,14850.88252
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,OCC1CCCO1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.OCC1CCCO1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,16124.97756
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,N#CC1CCCS1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.N#CC1CCCS1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,11751.90461
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=C1C=CCCC1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=C1C=CCCC1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,13383.16003
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,OC1C=CCCC1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.OC1C=CCCC1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,13061.59698
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,N#CCC1=CCCCC1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.N#CCC1=CCCCC1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,11895.76854
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=C1CCCCC1=O,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=C1CCCCC1=O>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,2738.50451
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=C1CCCCC1O,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=C1CCCCC1O>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,11840.09917
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=C1CCCCC1[N+](=O)[O-],CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=C1CCCCC1[N+](=O)[O-]>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,0.0
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=C1CCCCCN1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=C1CCCCCN1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,13761.83384
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,N=C(NO)C1CCCC1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.N=C(NO)C1CCCC1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,6621.40051
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,N#CC1(O)CCCCC1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.N#CC1(O)CCCCC1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,0.0
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,N#CC1CCCCC1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.N#CC1CCCCC1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,12095.10162
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,NC(=O)C1CCCCC1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.NC(=O)C1CCCCC1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,9777.01557
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=C(O)C1CCCCC1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=C(O)C1CCCCC1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,19350.84821
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=CC1CCCCC1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=CC1CCCCC1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,16215.47868
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,NC(=S)NC1CCCCC1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.NC(=S)NC1CCCCC1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,9653.74311
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,OC1CCCCC1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.OC1CCCCC1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,11930.90305
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=C1CCCCCCCCC1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=C1CCCCCCCCC1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,13304.45548
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=C1CCCCCCCCCCCN1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=C1CCCCCCCCCCCN1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,10930.49288
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=CN1CCCC1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=CN1CCCC1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,9617.2398
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,NS(=O)(=O)N1CCCC1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.NS(=O)(=O)N1CCCC1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,10556.20363
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,NC(=S)N1CCCCC1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.NC(=S)N1CCCCC1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,3019.38989
CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br,CCCCCC(=O)O,O=C1CCCCN1,CCCCCc1ccc-2c(c1)C(=O)N(Cc3n2cnc3C(=O)OCC)C,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CCCCCC(=O)O.O=C1CCCCN1>>CCCCCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCC)ncn1-2,12281.68308
